Simulation Number,Test Number,Scaled PGA,PGV/PGA,Toppling Status,Ground Truth Status
5,11,0.0565078219853717,0.0162245803938905,1,0
5,12,0.0699620927471831,0.0209687163964804,1,0
5,13,0.0994280305830093,0.0286244398532493,1,0
5,14,0.0750793142640292,0.0516255562195087,1,0
5,15,0.0959528458999681,0.0488866484097178,1,0
5,16,0.0938460816974818,0.0554564919002499,1,0
5,17,0.0992265882342475,0.0642878648425025,1,0
5,18,0.117198161139717,0.0629110069682458,1,0
5,19,0.0644144906375508,0.0871525684933061,1,0
5,20,0.10185188666322,0.09165335007371,1,0
5,21,0.0814147781769474,0.0736601987903416,1,0
5,22,0.086309445049449,0.0885774551010003,1,0
5,25,0.0801528238153776,0.154742410438559,1,0
5,26,0.0650508225649053,0.162348041686085,1,0
5,27,0.165870463200178,0.0855271524611227,1,1
5,28,0.0786602271007876,0.20082813621002,1,0
5,29,0.118927542668435,0.117811256097085,1,0
5,30,0.120611594679293,0.0701617980983604,1,0
5,31,0.0992283855488826,0.0927557423438464,1,0
5,32,0.0628015052827169,0.224936595218519,1,0
5,33,0.0950899139321846,0.0133954371789297,1,0
5,34,0.143320231061863,0.022024619221305,1,0
5,35,0.155900683169909,0.0332354028462213,1,0
5,36,0.172357377710455,0.04284498630477,1,0
5,37,0.148878137850424,0.0631649510127943,1,0
5,38,0.135833691852355,0.0758160378858507,1,0
5,39,0.179146356980439,0.0687752823782817,1,1
5,40,0.172076083534817,0.0859776752272452,1,0
5,41,0.144465079275726,0.070082267280158,1,0
5,42,0.170561817561893,0.108963553292832,1,1
5,43,0.157017380730556,0.0523341796855715,1,0
5,44,0.123105211369994,0.111690812650619,1,0
5,47,0.127348603191215,0.195140506718346,1,1
5,48,0.124291995891262,0.17536398747394,1,1
5,49,0.10613024840831,0.103478913742362,1,1
5,50,0.172849356808149,0.165015697792955,1,1
5,51,0.146457041023975,0.166352021482388,1,1
5,52,0.124514994352471,0.108687727136559,1,0
5,53,0.194309462679899,0.0895681838527634,1,1
5,54,0.0817158808671372,0.220071570106425,1,1
5,55,0.172406917947375,0.0124830179403997,1,0
5,56,0.19501095362591,0.0255504299281061,1,0
5,57,0.223658461016938,0.0348958599060668,1,1
5,58,0.232210725229723,0.0473457868749625,1,1
5,59,0.201617381171333,0.0693954846779962,1,1
5,60,0.215720406189578,0.07127864237141,1,1
5,61,0.214280592034416,0.0862695175919811,1,1
5,62,0.212879246492848,0.104397288230154,1,0
5,63,0.216500830888589,0.0649268325754783,1,0
5,64,0.224048541958811,0.12562054915168,1,1
5,65,0.172606335812173,0.0704181495501352,1,0
5,71,0.197061090051916,0.108356698361545,1,1
5,74,0.164075640672364,0.223601907607326,1,1
5,75,0.23598703252378,0.121205873953561,1,1
5,76,0.181325899411469,0.0880233188234428,1,1
5,77,0.229152573369896,0.146067424616687,1,1
5,78,0.205792964894555,0.167085837560304,1,1
5,79,0.184495371472069,0.117188673488556,1,1
5,80,0.173432737707069,0.14059568823621,1,1
5,81,0.129088903525134,0.183786431727224,1,1
5,86,0.282875273034352,0.0113364028182986,1,0
5,87,0.254922020441096,0.0258832437463258,1,0
5,88,0.287422760592332,0.0361499826554689,1,1
5,89,0.287312427815688,0.0493613238330239,1,1
5,90,0.212231790936256,0.0875219718717557,1,1
5,91,0.269083142201492,0.0763242833572936,1,1
5,92,0.255723378951601,0.0975907718268054,1,1
5,93,0.271823959657301,0.109233139787148,1,1
5,94,0.172955929926488,0.115153878183161,1,0
5,95,0.294944195731965,0.126717444634833,1,1
5,96,0.25106349333414,0.0633519620695763,1,1
5,97,0.237095640414663,0.11245238154746,1,1
5,100,0.288152500116042,0.123041752376143,1,1
5,101,0.383663689572247,0.0982662788657999,1,1
5,102,0.265287660778928,0.0825327795033284,1,1
5,103,0.28014730710897,0.145827838064148,1,1
5,104,0.27490164497791,0.161735507162944,1,1
5,105,0.235455107374204,0.119720939427999,1,1
5,106,0.239830275512734,0.107422804921149,1,1
5,107,0.173565931192769,0.161729628564097,1,1
5,108,0.380807421356065,0.0121101260529735,1,0
5,109,0.31287356534942,0.0262886756025797,1,0
5,110,0.346107439937828,0.0369216099284298,1,1
5,111,0.354559115655088,0.0502259234566728,1,1
5,112,0.275391462572394,0.084259109098477,1,1
5,113,0.320179721015974,0.0808848021340007,1,1
5,114,0.287051683033832,0.107430163783579,1,1
5,115,0.350367377440278,0.105201859288,1,1
5,116,0.241540689126891,0.105612531178259,1,1
5,117,0.393217480455568,0.101253897925182,1,1
5,118,0.342196926061933,0.0563157076373964,1,1
5,119,0.337820929876698,0.0992718336271795,1,1
5,122,0.260736543388767,0.184775188742126,1,1
5,123,0.465995005737934,0.0908503273873884,1,1
5,124,0.258963051773533,0.100860513892016,1,1
5,125,0.30081280551018,0.153999824477829,1,1
5,126,0.449729471474157,0.111405867860103,1,1
5,127,0.331512952078232,0.0984425530228203,1,1
5,128,0.317665144175082,0.0945211929815352,1,1
5,129,0.191697265421015,0.165396253894554,1,1
5,130,0.493632438942501,0.0111839988786867,1,0
5,131,0.392589299239262,0.0249861725343243,1,0
5,132,0.610806776728285,0.0126950265195141,1,0
5,133,0.440594966189199,0.0268671817875777,1,1
5,134,0.76541211589783,0.0127154923730027,1,0
5,135,0.533651418052273,0.0277767347220585,1,0
5,154,0.404830713294216,0.0383470320423063,1,1
5,155,0.417836169732133,0.050936326457951,1,1
5,156,0.30577604132046,0.091966205854263,1,1
5,157,0.392805180358369,0.0788576328500883,1,1
5,158,0.354387481397135,0.0975671801241953,1,1
5,159,0.41290206389745,0.107751862703232,1,1
5,160,0.304391904094259,0.0947364239552644,1,1
5,161,0.44565042127049,0.102842881111009,1,1
5,162,0.429273503408233,0.0519979005045789,1,1
5,163,0.388679491151059,0.105937284198154,1,1
5,166,0.256148946464688,0.173642928150832,1,1
5,167,0.50946302963482,0.0876316766798017,1,1
5,168,0.301434082245826,0.103500073865762,1,1
5,169,0.58158275170855,0.0876705701667102,1,1
5,170,0.419438952010803,0.130646982630049,1,1
5,171,0.372784059492198,0.0986510770284036,1,1
5,172,0.35807967770597,0.0989232239009608,1,1
5,173,0.208017882751554,0.163381018170031,1,1
5,174,1.13462722386588,0.0129384232044257,1,0
5,175,0.774619440352257,0.0286501020902292,1,1
5,176,0.920084801088932,0.0392177031031226,1,1
5,177,0.859175859693811,0.065216438392329,1,1
5,178,0.755910103367804,0.072653717792929,1,1
5,179,0.937702162492149,0.0600708023457,1,1
5,180,0.7,0.0975671801241953,1,1
5,181,1.40823362867513,0.0405583963674291,1,1
5,182,0.863048382096928,0.0566338708391605,1,1
5,183,0.7,0.102842881111009,1,1
5,184,1.0250056502369,0.0510214221142762,1,1
5,185,1.08710768605463,0.0509579723678766,1,1
5,188,1.48886403524574,0.0411922781025882,1,1
5,189,1.07368661778704,0.0517598637025967,1,1
5,190,0.7,0.103500073865762,1,1
5,191,0.7,0.0876705701667102,1,1
5,192,0.7,0.130646982630049,1,1
5,193,0.7,0.0986510770284036,1,1
5,194,0.7,0.0989232239009608,1,1
5,195,0.7,0.163381018170031,1,1
5,196,1.58549550067652,0.0124893540353927,1,0
5,197,1.10231217959969,0.0300609890150015,1,1
5,198,1.41462680751607,0.0370343035153067,1,1
5,199,1.36302573332357,0.0432918022458695,1,1
5,200,1.1,0.072653717792929,1,1
5,201,1.1,0.0600708023457,1,1
5,202,1.1,0.0975671801241953,1,1
5,203,1.1,0.0405583963674291,1,1
5,204,1.1,0.0566338708391605,1,1
5,205,1.1,0.102842881111009,1,1
5,206,1.1,0.0510214221142762,1,1
5,207,1.1,0.0509579723678766,1,1
5,210,1.1,0.0411922781025882,1,1
5,211,1.1,0.0517598637025967,1,1
5,212,1.1,0.103500073865762,1,1
5,213,1.1,0.0876705701667102,1,1
5,214,1.1,0.130646982630049,1,1
5,215,1.1,0.0986510770284036,1,1
5,216,1.1,0.0989232239009608,1,1
5,217,1.1,0.163381018170031,1,1
5,226,2.05893717351762,0.0126091004771012,1,1
5,227,1.68754928394812,0.0256615737929173,1,1
5,228,1.5,0.0392177031031226,1,1
5,229,1.5,0.065216438392329,1,1
5,230,1.5,0.072653717792929,1,1
5,231,1.5,0.0600708023457,1,1
5,232,1.5,0.0975671801241953,1,1
5,233,1.5,0.0405583963674291,1,1
5,234,1.5,0.0566338708391605,1,1
5,235,1.5,0.102842881111009,1,1
5,236,1.5,0.0510214221142762,1,1
5,237,1.5,0.0509579723678766,1,1
5,240,1.5,0.0411922781025882,1,1
5,241,1.5,0.0517598637025967,1,1
5,242,1.5,0.0190465747522323,1,1
5,243,1.5,0.022099722415532,1,1
5,244,1.5,0.0356492191065743,1,1
5,245,1.5,0.0406099783150319,1,1
5,246,1.5,0.0237561430652876,1,1
5,247,1.5,0.0352248962591241,1,1
5,248,0.0680425350584974,0.0331817053981323,1,0
5,249,0.11005800348981,0.0265694433746844,1,0
5,252,0.105671635143077,0.0295138777573829,1,0
5,253,0.0749499507135092,0.0575552479886012,1,0
5,254,0.131109380948772,0.0534160643401935,1,0
5,255,0.10338491244399,0.0767042524548487,1,0
5,256,0.0770948977063808,0.0920785835287163,1,0
5,259,0.0727078645626947,0.130458210083711,1,0
5,260,0.11294224138093,0.125862223356458,1,1
5,261,0.124479550839735,0.123331031645806,1,0
5,262,0.136701288297156,0.0236345724771982,1,0
5,263,0.152972944344562,0.0276163371699442,1,0
5,266,0.136411588614107,0.0354211232965364,1,0
5,267,0.12938443669441,0.0489676353567668,1,0
5,268,0.153850760702609,0.0684863605142076,1,0
5,269,0.148203466523296,0.0814010318187798,1,0
5,270,0.108355635141867,0.0980831428406617,1,0
5,273,0.155572156192769,0.0850365686934519,1,0
5,274,0.115350839590292,0.189157800964744,1,1
5,275,0.156192533003519,0.137867813417472,1,0
5,276,0.206470445631066,0.0278691829708083,1,0
5,277,0.275878992224916,0.0252970103664354,1,0
5,280,0.217414894227649,0.0352604064373101,1,0
5,281,0.16281454570358,0.0653691728385314,1,0
5,282,0.228344707876455,0.0783560112669757,1,1
5,283,0.188422756197019,0.106582485911377,1,1
5,284,0.201197499710832,0.076937541440122,1,1
5,287,0.153858799260017,0.156982521466835,1,1
5,288,0.267371702929658,0.13258072613251,1,1
5,289,0.192450290521437,0.128912908170706,1,1
5,290,0.241207830735903,0.0315345878417745,1,0
5,291,0.353444642145043,0.0281066929987362,1,1
5,294,0.284037239052449,0.0370992475114909,1,1
5,295,0.257612930818545,0.0565349812173103,1,1
5,296,0.253638245942619,0.0989521232696604,1,1
