Test,PGV (m/s),PGA (m/s²)
91,0.23281794802168468,2.412153428172849
92,0.26684306723814377,2.269514619587405
93,0.3079623816906564,2.3938068986043652
94,0.2511665943377901,1.625102413780465
95,0.38936770052906605,2.2373824761783507
96,0.19320873618570036,1.972646023483215
97,0.27430678379030865,1.9710178087280346
100,0.3565019596499367,2.255084404974944
101,0.4041440555016279,2.817040574141325
102,0.22267373843980653,2.624825927011988
103,0.3953575907597153,2.85293974379783
104,0.4566468034049465,2.2396965359264605
105,0.3286926229589687,2.2217367834597934
106,0.2720153585542276,1.894373002061477
107,0.2889071229152986,1.8063912614665982
108,0.045683763294589404,2.3833702822633125
109,0.08195972827128752,2.503459604778813
110,0.12777340124862183,2.913430315280044
111,0.17631289280985585,2.90330829689525
112,0.2447262636735606,2.8869382877250955
113,0.29339712349044034,3.182432003573651
114,0.3287318396200538,2.6910632761259503
115,0.3830496443678629,2.8011606748612397
116,0.2811230553747267,2.1723796236236925
117,0.38800532167523055,2.954722438578814
118,0.21289330343062157,3.036913446048616
119,0.3509397800750947,2.6410960177836085
122,0.49215445035514643,2.4044900515851513
123,0.4314411990605145,3.6036966916475244
124,0.2606352757424874,2.9469496401097435
125,0.44780033100996725,3.276585259098448
126,0.5084705864880155,3.853367727063108
127,0.3606835747967241,2.713071656139243
128,0.3030842961091106,2.6957751256355236
129,0.32650587513900536,1.9504687266750096
130,0.054071465073934157,3.013032450094852
131,0.09706225075611497,2.9448760377698533
132,0.07707995175460376,4.390069421129788
133,0.11745006976508462,3.672043073206931
134,0.09514008176920027,5.503459084756709
135,0.14720762966677456,4.7588868824151485
154,0.1546445201174069,3.4071359150008407
155,0.21088120282112985,3.5294310234303214
156,0.2964142954787317,2.872065096682522
157,0.35115270589586,3.182938200893852
158,0.37004628527163097,3.355403127411402
159,0.4621894097074634,3.347656965644821
160,0.2941552059209636,2.7030644794232033
161,0.4818465515606349,3.654082217862355
162,0.24928745676403447,3.876811433232542
163,0.4183502566078248,3.299107105461943
166,0.4353362897675143,2.7936496573346012
167,0.4489210032803179,4.347696481641423
168,0.30766904795311006,3.0107836157897583
169,0.49397823023326953,4.244967623878323
170,0.5347045882488548,3.596955775334383
171,0.392865638793813,3.1100809477948688
172,0.3569725822276315,3.109653560094932
173,0.35205322245761855,2.284634466616979
174,0.1442943676476606,7.971126726525655
175,0.21969871566397176,6.992260537563751
176,0.35897306831616066,7.634759735556518
177,0.552614398682331,6.919255021357328
178,0.5417874780610751,6.233833849262057
179,0.5611360091391897,7.3389005423765425
180,0.5480462786129728,15.898797194976517
181,0.5610717010914603,10.318197851709165
182,0.5138158981870609,6.601526089813451
183,0.5532044931321263,29.081360483544753
184,0.48675495588238715,9.458352668216774
185,0.5472792729642905,8.47107413817028
188,0.6055415726039279,11.736872502584147
189,0.5465412729114484,8.412498044200802
190,0.5456748265888437,19.50963541734906
191,0.5540723235941449,26.664050294909547
192,0.4277140980695532,8.144960938777293
193,0.1745801887728784,3.3489674147679667
194,0.5575990858885439,29.180020751182077
195,0.16977738115190366,3.3275661963903223
196,0.19413470438958894,11.984513782768046
197,0.3282254742128495,9.305435797967435
198,0.5290165963935798,11.726178690834477
199,0.5805287970685779,11.496859707765125
200,0.5554596638717918,20.304193205387534
201,0.5094261110701694,11.861066933235628
202,0.28771667560433545,12.887390153327669
203,0.5494399881370846,28.609823477494633
204,0.5142985545702052,17.237515592891565
205,0.5468570722371866,18.7498217828303
206,0.17504043712731424,4.780132825869552
207,0.2665345825072504,5.157171920782748
210,0.5393634346996745,24.175237976497613
211,0.4576061658149997,13.83277899392111
212,0.546673757179969,16.068544305391605
213,0.5278172173785135,22.055897248268387
214,0.5274223443432136,18.02477258627832
215,0.1345566173262022,3.482037781383871
216,0.1230833428628242,1.4840723602657007
217,0.27210471492010824,11.18388961966156
226,0.25385154679461874,16.11345906012688
227,0.42727745807856793,13.689073173970993
228,0.5293373136965197,18.350692707051643
229,0.46533653281850573,13.405847835725014
230,0.5295491861200375,19.9772850614812
231,0.5030389083731795,16.791741060581845
232,0.3406261714954837,5.503148487306806
233,0.5482281843958978,19.368608043412987
234,0.43692780874898257,7.770279091869606
235,0.5482459157307901,20.964944274275904
236,0.18622447770659897,5.166607648485858
237,0.2438223678194315,5.854692060779846
240,0.4372876940775645,10.053859218510294
241,0.39055848045865316,9.378933394462997
242,0.39959199455482336,13.92910047519737
243,0.540233193505797,16.287011523821523
244,0.536956895218117,20.517478871821833
245,0.1765859913439952,6.266187899018153
246,0.1995287813893215,3.284462931583906
247,0.2442990949233166,8.920040846615017
248,0.022812937556742637,0.6624608276996021
249,0.028477039969664865,0.8509922828312381
252,0.03314043891824981,0.6931055628085635
253,0.040340886988129564,0.8532728620596877
254,0.07114959606412682,0.946233469693836
255,0.08057713406256714,0.9254095298519163
256,0.09343643477534155,0.7614419853375807
259,0.12002781016806902,0.8286765444461411
260,0.15709869707694876,0.8133443897417906
261,0.21558809572690715,1.0443966773304776
262,0.03125787018052079,1.1508329001052136
263,0.04150233650705137,0.9307020331283281
266,0.05146053044615889,1.0084631029025521
267,0.0584621691935577,1.1761585995852004
268,0.10611570940303143,1.175791347201963
269,0.12276706187616404,1.1879300021846861
270,0.13480067716207356,1.0102011463269454
273,0.17481461524975517,1.223891416434759
274,0.24087606929185298,1.3218672464173329
275,0.2699774855199696,1.1165163980103907
276,0.05779712521113756,1.4966117515705284
277,0.06935027462429826,1.9273218255298472
280,0.08165209248631117,1.3824968201954237
281,0.09566392435265961,1.6050241147663311
282,0.18043065211624537,1.8490125657069751
283,0.20404915284469785,1.585112957990497
284,0.20069839924841576,1.8240446863732924
287,0.2964367722802186,1.5944727376809518
288,0.387237486383391,2.501857764004721
289,0.2864255761480809,1.8283341595569498
290,0.0748898079850181,1.959025573479113
291,0.09786905914224443,2.178091339280137
294,0.11232702262746729,1.9816431058215755
295,0.13650507776889012,2.1523129502814027
296,0.25248370986479585,2.5681821720948186
297,0.28623057908171257,2.15839467021008
298,0.2509630980848674,2.2509819316403723
301,0.2695215020484508,1.937679634491096
302,0.4424153589083252,2.6381902628766363
303,0.30087124909460106,2.066589173675987
304,0.09227702209181743,2.4335223462694384
305,0.1250408256662986,2.9956129251718253
308,0.14356924562475792,2.5534760314301983
309,0.17310798265590302,2.7906644705204218
310,0.3241729166073218,2.8609142564372654
311,0.4115609623502098,2.5963511727615085
312,0.291855406904378,2.1130865192037227
315,0.31632918892458034,2.599681145463029
316,0.455707228887254,3.3082784803578087
317,0.36524584588987835,2.9343264327208454
318,0.029014106591501623,0.9133968755283451
319,0.03403766996795614,0.8299970677439692
322,0.03928957755493819,0.6871288458286104
323,0.04744758807945382,0.7964855961958935
324,0.08643116442544806,1.1991255804829213
325,0.09834990107118016,1.2347184514132434
326,0.11131187059448758,0.9228620751502037
329,0.14550225551195123,0.7472932018122509
330,0.1904760764200039,1.0647573603571818
331,0.22936870387871522,1.2038609640089155
332,0.009915738802353559,0.5659009098110233
333,0.019014030293400402,0.6691660130503498
334,0.03460526056170584,0.8225427987720767
335,0.042363650302406027,0.6800098796455433
336,0.05986621867898471,0.8209709639222414
337,0.06960797908920831,0.7579649167389698
338,0.0821774830963441,0.9220718295682898
339,0.09281340393742342,0.9821211899727369
340,0.09304631618470133,0.7839458764393294
341,0.11792560556869516,0.9145641387935185
342,0.11409688063169407,0.7228058346828834
343,0.12598357295461618,0.8075317777161828
346,0.16356589169600633,0.971477965786466
347,0.1655933343352628,0.8148428880704255
348,0.135705131793136,1.2486848452499482
349,0.20536312891109304,0.8448363377535691
350,0.2160587076746704,1.086840588561509
351,0.16727203355940493,1.083793416414301
352,0.16122559754975335,0.8951739894630143
353,0.18861128144883124,1.060794215257123
354,0.03629953228054364,1.0436926630799572
355,0.04538054709685097,1.0142755083622488
358,0.05388561785750697,1.1653807693195675
359,0.062135636286237104,1.17815162016061
360,0.11654166843302335,1.1572077285168907
361,0.12812413926974017,1.365292143511321
362,0.14550724652755068,1.011200275500006
365,0.18227001430784942,0.9914966321053008
366,0.2538328721126577,1.1208758911266825
367,0.27988352132202743,1.1318363391377047
368,0.011712912955870566,0.6238240552112506
369,0.026949039284402683,0.9369931066505843
370,0.043484837278917714,1.1956156788434384
371,0.057649873041319556,0.9267350300687365
372,0.07863178696027051,1.1215144755163178
373,0.09309995505213811,1.0797788601312026
374,0.10604668115358099,1.285295794109301
375,0.12400690365714258,1.3510064718313888
376,0.09841518810107906,0.7640063213820086
377,0.15500086468758037,1.4282698449313784
378,0.13505853636687087,1.1028653424558632
379,0.16857963927566497,1.1396187171667258
382,0.21890449596790668,0.8851418894160079
383,0.22780843455961305,1.084287646215312
384,0.12350036753584692,0.9384167708558
385,0.27620843013891144,1.1660775344446754
386,0.25296744955808675,1.6453405642830374
387,0.190523999996474,0.9328407076424767
388,0.1822819004637625,1.3377599361359562
389,0.20639556683819602,1.0740852636199696
390,0.011564340390568847,0.5209119982648128
391,0.026505321944851532,0.9584475452554602
392,0.04079103447763784,0.9119460188793842
393,0.05692302487344684,1.1209003487835199
394,0.07540942032575243,0.9219189385573823
395,0.08665390579499639,1.184063521175013
396,0.10128355516728113,1.237533273262086
397,0.1153738826876697,1.2164075482327936
398,0.09688948333310822,0.7903765870349564
399,0.1463053956387776,1.3394899864225889
400,0.13146891221958568,0.7702990783872226
401,0.14680941053814517,0.9467695431882586
404,0.19162687780912988,1.1281655679040672
405,0.1949825064492552,0.936469283516971
406,0.1123193622353362,1.0699632890219946
407,0.23876243121874977,1.0862338605890438
408,0.25077501297169463,1.0309562218919621
409,0.18079035446959682,0.9697620647558888
410,0.17456343960415488,1.0756915196707464
411,0.22444856260619084,1.012182432122127
412,0.0068392369175837315,0.4783371364218822
413,0.005878822786291348,0.5895036458185264
414,0.005828863124813822,0.5643043294253506
417,0.007857034255743814,0.5848563832697535
418,0.010666627388589138,0.7431027671860396
419,0.009279070901022144,0.5590851519488516
420,0.010959600398660521,0.5523224964975991
421,0.011262628874152006,0.5075579400896664
422,0.012994064603154191,0.4750755426380064
423,0.01296220735335862,0.5795423685849069
424,0.013901387664990213,0.5936267332756245
425,0.011331271411790514,0.6255287721530364
426,0.011355819998180612,0.4801738180028914
429,0.01644935832684501,0.6414414113218649
430,0.014166713385485252,0.7061772644528581
431,0.01565240279266329,0.8119219750119434
432,0.020345229781452236,0.899826121102397
433,0.02175507685711963,0.9224209448318387
434,0.023219523558158737,0.7900263266701918
435,0.023604660297364,1.0244263023575864
436,0.02306441352849321,0.9710900562399816
437,0.017657099805805918,0.8348136993751426
438,0.024412078687071414,1.2765641688957412
441,0.030188652304829245,1.2726580471221236
442,0.03160500006763163,1.20132293861023
443,0.030980901853952025,1.2460975257804459
444,0.041621596353055644,1.9489058301213011
445,0.04263876291736075,1.790365789474061
446,0.04374844619810552,1.4928740592017071
447,0.05114812890301633,2.1747918112226294
448,0.03414834257224303,1.1246831532125492
449,0.028380813299340498,1.6499461803256097
450,0.03408662241938404,1.9526335896847153
453,0.046925475887280986,1.638988057329911
454,0.0472544873154804,2.023888677351206
455,0.05289162442924547,2.40644293926314
456,0.06399282886551227,2.8702500574114453
457,0.06364166499310883,2.4897062990576626
458,0.062125545968141425,2.0831904963730103
459,0.07745063882460901,3.380512803610672
460,0.018238094796876107,0.5633368356456399
461,0.013186401391068301,0.5771486374955033
462,0.017314193736912165,0.6886875538506286
465,0.02517284430227085,0.7754565790312679
466,0.019877361911689647,0.9276292052860398
467,0.02103334588826245,0.8968659040804461
468,0.028225474453159732,0.9555119678614014
469,0.03311381834065015,1.170427866948595
470,0.032688494154219365,1.280506656847805
471,0.0350625962753951,1.151943387206092
472,0.023144270037729325,0.7574883969660187
473,0.018025362958164714,1.0845289025597509
474,0.019519214407139582,0.7888097897741643
477,0.028823942435198553,1.1734809527256005
478,0.025645090690448784,1.261304172273565
479,0.028491822359167075,1.1245647114059802
480,0.03652095648102262,1.3858697453203148
481,0.03866069290737735,1.6342586565362132
482,0.0422415716470929,1.3794041178407361
483,0.04211637908053464,1.5767029282109877
484,0.037929379085515164,1.133292822178576
485,0.02662055163227057,1.2371983929590489
486,0.03609256759251791,1.4016600153814307
489,0.051767069341266576,1.9862901473759058
490,0.049316916903469066,1.8117435005500997
491,0.04763394593718602,2.2266636685751777
492,0.06413829647587894,2.312892638315303
493,0.06374711521154053,2.6751831031565017
494,0.07177286968348784,2.9401804432502994
495,0.0760090590509823,3.1911515240503063
496,0.03428341342550388,1.132056523237601
497,0.024621947779601642,1.2720762209498226
498,0.02919657005934013,1.4281673363770813
501,0.041636125081456934,1.6699728490496508
502,0.04177688024874226,1.7215396643414993
503,0.0426961131684995,1.8711276142737485
504,0.05778411989972899,2.021272817226681
505,0.05588282664063572,2.464376563844625
506,0.06675952843488338,2.5666526040402897
507,0.06370298433139658,2.405235723052795
508,0.06033167423381952,1.7610347872855685
509,0.06243961696526862,1.8061649354015723
510,0.06558241971214278,1.680891118181776
511,0.06881102711145068,1.6254835774034704
512,0.07225602140771147,1.9070815152880445
513,0.07703862991033783,1.7608624309114007
514,0.0810428941692541,1.7515913662961624
515,0.08597176098156833,1.6244301174595253
516,0.09408567371477346,1.6918525384723415
517,0.10231408441727421,1.8849234939385147
518,0.06561562568788061,1.9964885507163157
519,0.07339771048399164,2.180733652517182
520,0.07283751728245669,1.8955275054788616
521,0.0768535701043075,1.6929265183271516
522,0.08049739805693859,2.1180528425786433
523,0.08492162317856304,2.006183781576607
524,0.09172648223709436,1.9693205376391616
525,0.10115218593191948,2.00178494261012
526,0.10629171445206362,1.8946509373500189
527,0.11552983028440884,2.027389575347195
528,0.05063047969816437,1.7133548726314967
529,0.047096313126338135,2.7661808943700863
530,0.05141151600598968,3.162408087844095
533,0.06973517743044697,2.8002495700636034
534,0.0692940102052048,3.0214259602425533
535,0.07729451151616003,4.134446490722683
536,0.0915968601706272,4.051349250864533
537,0.08852269781015436,4.619604156747078
538,0.09225177937275998,4.11742050205708
539,0.11521199802393355,4.841290617497904
540,0.05546498891940179,2.0020707328593352
541,0.05075961900299902,3.0160143077872013
542,0.05877440288494251,3.505684420049324
545,0.0746194330893487,3.3134051836022467
546,0.07638527186095942,3.2773752728706445
547,0.08428883506610524,4.512115388978672
548,0.10078807196965181,4.2914097574868375
549,0.09937332464022525,4.843034685370741
550,0.10263265056414424,4.168677386015405
551,0.12442121004484871,4.895307969968502
552,0.06872040968548046,2.7580074216455386
553,0.0637345196202888,3.7240735047190854
554,0.07041090795065048,4.658592626950585
557,0.09061298032066227,3.993832029093924
558,0.09153348638234081,4.247347491328838
559,0.10331219185848557,5.811322420545038
560,0.11660953476044167,5.303246369079735
561,0.12065380831107624,6.195944645476457
562,0.12308019040372775,4.862532158552576
563,0.14820682602715637,6.046818252923753
564,0.07851710261705418,3.4969575701235973
565,0.0770966179797451,4.6764161644912505
566,0.08370119209576272,5.760129113395423
569,0.10706926085033032,4.456359602536589
570,0.10555256444316306,5.134041713339567
571,0.11907853332788931,6.881143539922709
572,0.13716159482963552,6.226641487604159
573,0.13875611227743573,7.258495966469551
574,0.14219510622998754,5.91306892302461
575,0.17626973612523705,7.093438450332056
576,0.11452012190239037,5.89773080788866
577,0.11136645683074188,7.055092967867194
578,0.11710208678843297,7.867072591944064
581,0.1526759784938267,6.7180156348811915
582,0.14721024732500965,7.764895506551936
583,0.16900452921147288,9.425560537686602
584,0.19700020431745513,9.110532972355147
585,0.19482026155763335,10.39723646762492
586,0.20636195249867217,8.989538307184919
587,0.2539816012032981,9.711326711957405
588,0.18374262860077425,1.0572294215520086
589,0.14037904842747687,1.0263543588137096
590,0.1463363951479796,1.2532977248933197
591,0.14700812789408246,1.1746792935929578
592,0.1693935393313299,0.8703621815397518
593,0.19422600253973313,1.1248768871757786
594,0.12154574642495714,1.962381977207364
595,0.13465115751317702,1.7701012570815284
596,0.13682231884082696,2.132390246949658
597,0.1402855696434552,1.841166383034512
598,0.13839317818289015,1.927166182404313
599,0.15153316781003318,1.9428246996623182
600,0.15987684458100263,1.8996275902660937
601,0.16161323101516328,2.509820524993552
602,0.16306864633265772,1.9047691366860082
603,0.17145014224296384,2.311351383676441
604,0.19693745426108406,2.0954693262322333
605,0.1995542460910189,2.2571339936698944
606,0.10836258797878005,1.5202111771988827
607,0.11541180924979083,1.5567675395211533
608,0.12067117432841132,1.9392821897884522
609,0.1221080062160157,1.7209887092822589
610,0.12058655723650472,1.760366781671854
611,0.13411385304304024,1.629535554556479
612,0.13995263875171474,1.7254478488731249
613,0.14214751220920255,2.137855793043847
614,0.1442076372547254,1.5985015240173077
615,0.14857465589992527,1.758325719115883
616,0.17274361691317594,1.9147130704769852
617,0.17601683342111363,2.256180456837655
618,0.12105804527938811,0.8303582578729353
619,0.143769497151911,0.9267757885225878
620,0.10301921654668683,1.555284542743072
621,0.10120214287112277,1.5145469937189318
622,0.11448310976321237,1.793114121549073
623,0.09773062557759207,3.327634026449366
624,0.1057190974819304,3.0517832259057163
625,0.10652610738331535,3.174538715282863
626,0.11513216694299311,3.0380840752282303
627,0.11778822958388177,3.5775891920334577
628,0.12717831419200706,2.8285583123244424
629,0.13729308127046272,2.5822992474558246
630,0.14877476556695032,2.529425967669631
631,0.15344976037802266,2.6975090998609232
632,0.17263095518684085,3.44550785750331
633,0.12845540255142276,4.108457158460481
634,0.1413261705537441,4.027799601204398
635,0.14146992471201322,4.333756717222761
636,0.15448864757660244,4.0592260195271725
637,0.15737191709609533,4.486488105747961
638,0.16933542272493307,3.819444595254707
639,0.18474023901884637,3.526776916002797
640,0.19662417396962234,3.7772893273551045
641,0.21106545080660635,3.5886928598729484
642,0.2341275788984007,4.991879482045695
643,0.1913205783625781,6.371520873162847
644,0.20505011843311993,5.864622944234281
645,0.21673601246215823,6.152946827251611
646,0.23496231425233172,6.21889648510623
647,0.2347583232322561,6.206694289802907
648,0.2582744166112803,5.836826086137834
649,0.2783228309237203,5.463274893217181
650,0.29654981854775464,5.288248969013356
651,0.32020538021942874,5.3091853989476325
652,0.3467674637221048,7.634104756182264
653,0.2582632842568439,8.89660169191154
654,0.28198380008279,7.402683966955715
655,0.29256688750388704,8.368409259923746
656,0.31182651103001435,7.993392925393099
657,0.32055303892900855,8.335652004645869
658,0.3433996273164106,7.677215867299285
659,0.37680252513515955,7.297889194611062
660,0.41057267818775894,6.806963031303259
661,0.42578692520791317,7.591540611259976
662,0.4618188509266435,10.672277378733584
663,0.04360628325433064,0.5576020527383873
664,0.05002065198045321,0.5371277932689259
665,0.06429082285445882,0.703462060455674
666,0.06501676487159841,0.7155945897606124
667,0.04731779061469067,0.6203775155747527
668,0.08178057107493682,0.5615840258695125
669,0.0838405975136011,0.5686633672939502
670,0.08205641025595989,0.5707354265141995
671,0.07272697437125675,0.5472206311701844
672,0.1308904453467871,0.5700476044555347
673,0.04400483248960347,0.5643884404773436
674,0.056283762725500855,0.5317610884360898
675,0.07499281871057685,0.5823555605884086
676,0.11196865048198708,0.8564281437205554
677,0.06212077073151771,0.5937234821837631
678,0.049306979626803776,0.7666177898493797
679,0.057462873817388876,0.6405201623987506
680,0.06018417209093027,0.5973288009306139
681,0.06132642285433415,0.5654132063448233
682,0.093474803525331,0.5929515641013283
683,0.06274750516862061,0.586427487961308
684,0.0689447321262272,0.6303115625552554
685,0.0922320046015497,0.58276376912736
686,0.09024723709805232,0.5972159042178597
687,0.06706450651524354,0.7701641911530762
688,0.11348932172168362,0.5912200657603501
689,0.1168053938817777,0.6420722491185065
690,0.1119253813816682,0.5920771836430535
691,0.09471979611415517,0.6747067638562185
692,0.19226724368675688,0.6742566883650908
693,0.06154498509494747,0.6513435610076852
694,0.07874591350651046,0.538229028021767
695,0.10231330836145741,0.6615191460885541
696,0.17823557592913356,0.706994604904995
697,0.08622113101868731,0.5544736994704147
698,0.07050957557206666,0.6321885658614586
699,0.07962118301311606,0.6439453789719279
700,0.07712227832534851,0.6917467489816583
701,0.08406597556846147,0.7310004242892657
702,0.14062814795247736,0.9137518327294372
703,0.02449669661012195,0.514882890224863
704,0.024979309525730718,0.5896347757619741
705,0.04321678576586715,0.5173314617279573
